4663900620725,2575887031684
4662090732707,2589521191262
4654294898263,2608788991083
4641511930395,2634445862036
4622744747441,2665820699146
4598992280924,2704288631045
4571186498054,2750595026535
4540458567149,2804032275135
4507741119452,2863908518092
4476027368102,2930262786850
4445317199030,3002402371435
4418675140808,3078230823054
4396030140933,3158497427575
4380447922302,3240385933804
4370856780998,3323962093646
4368329886810,3407127235663
4372869195391,3489175260717
4383398909522,3569462284434
4400913541527,3646520670447
4421508339922,3719598499838
4447093994958,3788163143266
4474593724574,3851869156656
4503181653009,3910948350464
4531687985728,3965112482641
4559202781188,4013696675136
4584640116737,4058081936087
4608993816441,4098856913823
4631357576348,4135987669227
4650644041420,4170047961354
4668843646985,4203001903401
4684959871759,4233612287397
4699988191474,4264657782284
4715016542919,4294510449399
4727961505765,4324759993340
4740815330721,4355183693026
4752674299802,4385182436341
4763447910914,4414756731689
4773137856798,4443912352871
4780750254928,4472660170413
4786374933078,4500214439335
4789015138835,4526000994255
4788498929727,4550043955831
4784004389630,4573773168839
4775447308891,4595029162040
4760837006241,4614031642717
4741172534299,4631263002680
4715538251355,4646325967901
4682858208402,4658478828974
4642137654141,4668408936672
4593378930591,4676190757443
4535658827557,4682016766309
4468904563760,4684330581844
4391123432562,4684762107087
4303381461130,4682677973126
4203679935485,4677486611418
4092951257955,4670090470215
3970321145700,4658533030901
3836662090932,4644446145666
3694088250164,4626692663231
3540540777903,4606230563052
3380066567391,4584068280468
3212607663565,4560529026330
3040160686542,4535965718565
2863775305431,4513567546852
2685395501597,4494312516948
2507068407523,4479366584685
2330740869337,4471349348910
2156413689439,4469832435338
1986131919082,4475556054838
1820847330228,4490826649961
1662603380244,4511524465189
1509400212004,4539502726070
1365190462902,4572616318914
1229017493772,4610136006670
1103837850411,4649832039977
990691172868,4690973672916
891574450060,4732942002602
809484403802,4774696325422
746418783257,4815650008046
706374546540,4854798039053
689319954738,4892531144509
698315831125,4928566728776
734300347269,4963507832168
797276614482,4997878049732
888297810421,5031258490676
1005286526319,5063955765999
1146294900974,5096444446866
1308299659863,5130208280372
1487282757245,5162143062721
1679250428018,5193497183979
1880193872982,5223324324604
2087137992563,5248773666295
2294070617919,5270458898426
2499016206430,5285177102046
2697001668520,5292541544475
2886062542634,5292291186244
3065235553754,5283278716857
3232556882716,5266635453494
3388041469639,5242756908345
3532712980132,5213575548507
3668596461863,5180780636158
3795588096724,5144622143559
3916757970566,5106653894675
4032061135449,5069108896048
4143428532025,5033589276053
4252835759819,5000747544117
4360332556124,4972974160399
4466838927026,4951083618764
4571418160702,4936331633916
4676977656564,4929306847823
4781592726278,4930791924224
4885260791401,4940179855025
4988886248452,4960013709658
5092549950663,4987474410961
5194258561142,5023582884754
5295808248039,5067702635317
5395292855814,5119287841096
5492706618780,5177192772149
5587841264746,5239982633559
5681681441263,5306690305642
5772232150563,5377574267269
5861278529467,5450277515870
5946840673836,5524438251985
6029933747563,5598763166986
6109308717031,5673327947510
6185131283974,5746404180006
6257400898136,5817175001665
6326161000164,5885195833615
6391579773420,5950704328060
6453734190373,6011374302104
6511016664085,6069179598594
6565610177279,6122330030307
6615886939783,6170406955785
6662261252757,6213803505100
6705193956926,6254426432535
6744219228346,6290416997306
6778909941871,6323689824777
6809884360251,6356329207962
6836821264301,6387481271988
6861567459407,6420219466653
6883729003962,6454900851291
6903113572874,6493175648324
6921571570098,6535633481155
6939045755721,6581673115553
6954097065759,6633129728868
6969858678624,6689603874670
6983574013354,6750890015397
6995795951855,6816388779991
7007395022403,6884608122471
7019799427334,6954631550269
7032062357516,7023933157426
7045319155297,7091569431374
7061920206289,7154587689028
7080484234852,7213847932968
7103892806060,7267046511479
7131626602676,7314234136257
7164258649713,7355276881260
7203222959203,7390962657191
7247137434877,7422556230841
7295700925887,7451668605084
7349278672087,7477753673396
7405789356982,7501590298063
7465796742478,7525752055442
7528292900784,7548808449020
7591291062790,7570248344671
7654855256632,7591326629779
7718052863255,7610671718054
7779752245412,7627360290428
7839794959053,7642715028051
7898363944514,7654951469473
7953867989852,7665337631181
8008396718444,7671692642435
8059549615208,7676723324439
8109265873061,7679945637828
8156620133364,7680476873215
8203462988275,7681031506249
8839485561954,4336764808010
8782994534895,4408111840686
8720518619898,4493913328047
8653055529695,4590736433296
8579550104754,4700103190356
8500114881576,4817880239275
8415636042510,4943577854145
8325224921886,5075785653472
8229770592185,5211977359889
8129380296184,5347992707549
8023999563808,5483067845649
7913576309103,5613063780147
7797215528635,5735706146587
7673865844540,5848633515617
7544475395943,5949405096310
7408046773610,6036906906686
7261633769338,6110775564525
7107233287292,6169541068831
6942752264052,6213830783019
6769286520749,6243222565310
6587834317892,6258682928540
6398306025816,6260086980226
6203834701215,6249574225497
6006373032038,6227658629051
5805921287788,6196012669451
