-29721,-15273,23440,18344
-29278,-15232,23143,18109
-28832,-15192,22840,17870
-28384,-15152,22529,17631
-29721,-15273,23440,18344
-29278,-15232,23143,18109
-28832,-15192,22840,17870
-28384,-15152,22529,17631
-27932,-15110,22215,17392
-29278,-15232,23143,18109
-28832,-15192,22840,17870
-28384,-15152,22529,17631
-27932,-15110,22215,17392
-27479,-15068,21894,17149
-28832,-15192,22840,17870
-28384,-15152,22529,17631
-27932,-15110,22215,17392
