-233513123840,450257715200,177231577088,353666924544,-468271529984,206231437312,427607195648,-505602277376,526146240512,-397170671616,-403793149952,-383956844544,-459371577344,-366739980288,446778114048,479144640512,-515819241472,-442942488576,309294825472,512232718336,-486114263040,211584614400,503463215104,243284131840,-324289363968,497975918592,268230230016,-537711411200,109821493248,297067577344,-447591809024,480361676800,379229503488,468358004736,-231425327104,-250736279552,-250168311808,516718231552,-454278840320,-364713705472,252302147584,-483048521728,250047447040,347143012352,-461421346816,-246652469248,461531447296,210521374720,-337327325184,-604728786944,-520844181504,-338935152640,168463663104,-297456828416,275016253440,-456266416128,192186384384,-467838959616,-216577638400,-489145237504,-474190577664,-492341428224,-461459947520,487084064768
233644408832,100883955712,-189483253760,-231248986112,-86751682560,-222621433856,-274322276352,-45598826496,33545730048,263862714368,21979369472,223799148544,-74009231360,251377860608,58494898176,39438741504,-16798694400,-71317815296,-245716811776,35227222016,-16557162496,-211802292224,49771102208,-217799802880,236788531200,51071066112,-192654589952,-44061114368,-170615980032,-229444042752,-27220623360,76717572096,8606445568,32463020032,176276291584,208963534848,267218567168,34006755328,-60459257856,228898734080,-241057382400,-39104626688,-218071973888,-205418004480,-19381792768,185534726144,58204426240,-241462362112,277969698816,-110521327616,-111001804800,193428094976,-194695151616,229076566016,-227856515072,-40176066560,-205035864064,-20711620608,188083781632,-7615719936,-49540288512,-33065971712,-38379315200,54463643648
-361732669440,-367042527232,343520739328,482840608768,379086503936,399949103104,483276423168,340122337280,-253757849600,-450709520384,-524369952768,-434102763520,389468291072,-439359242240,-312952389632,-419821453312,300292734976,544017678336,449707245568,-535801430016,366363672576,321550680064,-466483511296,377549553664,-506203275264,-215829741568,371300368384,397069942784,410676396032,494452768768,380477964288,-480485212160,463555788800,-401711824896,-341935783936,-327671808000,-413201203200,-436373225472,480464764928,-485514444800,447189680128,339217514496,364269043712,410185564160,325683314688,-368099590144,-494392836096,436270956544,-543549194240,-80164601856,283070627840,-358672498688,317001760768,-426931585024,350747295744,370713591808,440437899264,397150420992,-370249302016,221347102720,339902595072,298516086784,374364569600,-430917484544
216173707264,-645925044224,-169595355136,-242284216320,641274347520,-194431844352,-266177904640,711965147136,-671353143296,298999119872,-81621409792,240233955328,644453498880,252457271296,-682765647872,-656313417728,654782627840,681652060160,-250081853440,-650597498880,680587296768,-200576286720,-683813765120,-227042295808,252162195456,-668205711360,-200007335936,671893159936,-119390281728,-215849189376,619071340544,-700131508224,20656951296,-643380412416,197740183552,210304991232,224514818048,-677927124992,641654849536,246809214976,-218272727040,670569529344,-222863441920,-264248754176,607858130944,197178589184,-647238778880,-191601328128,243915702272,210558091264,674504179712,222891507712,-159014518784,218966376448,-236904349696,625962975232,-177738514432,630974054400,195321528320,661551579136,633533366272,687342288896,642860646400,-624895721472
5729092608,100296065024,-19970631680,65422843904,-132517888000,13532467200,68862476288,-118967156736,129942183936,-82117787648,212545503232,-74249502720,-116876582912,-70650167296,83420864512,117713068032,-102290989056,-168867086336,59703480320,157120921600,-101407391744,-6609887232,100021657600,40459993088,-64625504256,106209427456,30750664704,-131178471424,-58659704832,41080492032,-94407090176,124125396992,-171132600320,111981740032,-22445752320,-14479294464,-35182166016,130706948096,-96791109632,-47897915392,32308375552,-115760881664,28279169024,85562679296,-128026304512,-2105075200,137142771712,9549723648,-62715625472,51911770112,-143906979840,-27955650560,-30395858944,-27121977344,41989885952,-113626963968,-6748949504,-65604001792,-7997263872,-138638934016,-76875948032,-111963783168,-103615741952,109412253696
-215487512576,-49148719104,121772924928,109831888896,110641807360,33761476608,133494546432,206948007936,99874652160,36419158016,-307139117056,-44987789312,19482400768,38092967936,101029388288,-36339478528,81563820032,-200446935040,-88606916608,-50569818112,111413559296,94948270080,71279321088,-27163373568,11565891584,-51546693632,-87343013888,115989069824,46039318528,-113266221056,-138449567744,42745446400,383541936128,50964439040,-143321006080,-32904054784,-150563831808,-58434539520,-16894629888,-114052964352,-11630740480,70288031744,174442364928,20223981568,516851200,-116617363456,75169464320,-117286699008,-139455135744,-223236521984,-128186703872,-180688764928,132634140672,-82585927680,211615399936,-63168425984,-91760492544,-61870718976,75497152512,137677504512,-17775446016,116695162880,-55918264320,-107903950848
83332718592,-39776825344,-88722251776,-72157863936,63578689536,-91246403584,-19179368448,46893367296,-74646700032,33375660032,-531206995968,61723983872,58131591168,45564821504,-74651254784,-82999738368,86520217600,95533473792,-50899058688,-125023993856,60014530560,-67808112640,-69124169728,-67825033216,21778046976,-77674700800,-68980006912,68635648000,-57461690368,-36939661312,94902951936,-30005565440,554030202880,-61596110848,39214743552,77629038592,93517127680,-92609470464,51115180032,49486532608,-93023698944,63354572800,-73325428736,-47066939392,92057051136,78534918144,-49280176128,-86501171200,62879977472,-452340678656,74000711680,78585872384,-101855993856,77173907456,-88928600064,40898142208,-78179860480,51218812928,71439065088,78655488000,56924827648,88275763200,45575446528,-36572676096
-383388745728,-45594185728,346966851584,457283338240,129316438016,418455158784,418889039872,93455982592,3643590656,-415894667264,91945525248,-426795892736,73082347520,-396310118400,-41726791680,-31059691520,64443785216,137768976384,402188173312,-88383627264,71907950592,365589889024,-76117303296,360933031936,-414555471872,-33257562112,352868761600,77857456128,386805366784,454826000384,95331221504,-56879013888,-48634662912,-108449021952,-358319751168,-367731998720,-383616090112,-76595208192,102325035008,-454654099456,390315343872,64289030144,406380216320,385605697536,35251027968,-343194370048,-122328637440,364163301376,-477575577600,-27241805824,90794090496,-376626282496,356331126784,-418740436992,377239601152,100447125504,369315512320,78792105984,-372567015424,24979058688,91746607104,28267247616,98419171328,-93420355584
-113911283712,-261297061888,129217052672,69252489216,260415471616,81776754688,81545527296,293241126912,-243215892480,-39625863168,-179023282176,-58010677248,290686959616,-46836318208,-282778402816,-274208063488,234828922880,290611462144,46089732096,-251770339328,278353018880,91731025920,-288319307776,67302535168,-59794337792,-225143898112,67444695040,260921393152,141741490176,39425056768,222284480512,-302110343168,31275722752,-266170499072,-67208159232,-73616375808,-108755902464,-249165824000,233989357568,-70858547200,66762985472,286239981568,74292158464,43571978240,235740577792,-117695758336,-248488968192,98518302720,-60967165952,209458036736,224572866560,-98950971392,122866188288,-102419275776,99492085760,235029430272,84919943168,220121530368,-75671060480,263539720192,203036033024,303062581248,241740742656,-246123249664
-140610125824,-121586147328,131624591360,30406883328,68102782976,101478531072,32137512960,95155560448,-74643783680,-4554883072,-38375485440,-14064407552,113342013440,-17517301760,-123609366528,-68682567680,83039567872,108109225984,27883290624,-55208083456,42347483136,136464482304,-118949945344,97710587904,-25307297792,-99276603392,57689759744,73584959488,214765780992,43792465920,29888792576,-134811713536,-43072184320,-63324614656,-83265126400,-99210199040,-119931084800,-46372741120,78127833088,-25391859712,57403777024,91799527424,81454514176,42471370752,50400161792,-128474365952,-85032787968,124868222976,-31436267520,186718912512,139537399808,-86779379712,174461042688,-100902690816,89264553984,83285417984,134556147712,28315406336,-103164715008,89692233728,89309765632,128946683904,70976659456,-65923436544
