73702154240,10074786816,148605698048,40667840512,70408544256,386825977856,193735720960,71759732736,-260218273792,-194226470912,-118502227968,428406767616,129094074368,-111183429632,65056083968,-336418799616,-148297416704,-15962249216,-29907544064,-460271910912,317349953536,-38148587520,-20298061824,-180874362880,6437807104,-61578706944,32772433920,-300162187264,-44269920256,259721822208,-185100894208,-188136062976,-39420624896,187954692096,-152821186560,-133297987584,196463099904,205153517568,-35650154496,-114673541120,-802566963200,-133637955584,-280281448448,-20897222656,-140891422720,204659032064,-129225261056,1669481344,145611210752,32785270784,-106523082752,36078112768,-5929879552,93710581760,-239154249728,-344425922560,142796685312,199360592,-64637513728,65634304000,318265262080,234257301504,711276036096,222867521536
-130784436224,-61108801536,252199256064,-280682692608,-105581862912,-390888357888,323740696576,144581935104,-39396765696,-308090535936,33597388800,70983000064,-137775661056,126659362816,-261598576640,211434831872,129646010368,150376136704,-24135786496,449053130752,-49057914880,263078821888,-32815390720,-113314775040,-172332761088,80428048384,152560353280,-83976560640,21692712960,130093940736,375504470016,-158352326656,-125609492480,173517324288,-45507227648,39337627648,51784151040,210214141952,103254482944,45071806464,-108798287872,25490913280,-235370512384,251668627456,-166424002560,-321934426112,-144103751680,77478584320,-270159544320,-29250029568,-240189767680,47822471168,-150973169664,-110882488320,158478467072,-147559874560,-306663424000,-39460728832,196795056128,-89083748352,288280641536,-109721632768,-174100971520,-40215887872
66146750464,163727130624,101110005760,94949646336,-49084350464,308368015360,-124469796864,165353635840,-22533234688,-21946015744,2196350976,-441503023104,105457958912,-186125221888,119251312640,-62362427392,79300829184,109713645568,-156652093440,-111385485312,293799395328,-254277287936,654053474304,123740348416,-136854626304,-156434825216,-191221497856,-8674011136,-7282738176,61591220224,-855805919232,54774579200,-98166857728,15693306880,-11305740288,-303012380672,-57065574400,-109344989184,72294678528,-247923376128,-15838652416,-82776809472,376142594048,-89770983424,-19109928960,861385064448,-46538895360,749898496,137787080704,-137716809728,99666681856,-253869637632,-23476084736,-15678358528,-365160792064,-23535220736,-64084295680,59140268032,-117131862016,-119009329152,-146349424640,-74190913536,-130759917568,90857660416
77049380864,-94463811584,-127360131072,251122270208,7361031168,-106006020096,104348057600,286145314816,29926957056,15229458432,-109087432704,-65082109952,-496437312,252331540480,-188105605120,109261840384,-137439346688,105737191424,245789032448,-119487799296,265521053696,273632739328,446722899968,-327340883968,-673464000,-10910162944,332129927168,-10473843712,151135830016,57022009344,64517693440,-122386604032,206736736256,34742583296,-39533821952,331295522816,-130741207040,136624685056,138743955456,130073255936,-290411511808,-116482326528,91153113088,187924447232,29898465280,566600663040,49446260736,23532480512,7317434368,216972132352,690132480,-135273660416,-89286680576,52534337536,58741415936,-125945864192,-8609710080,-221240786944,-57155125248,-107630657536,19377827840,26121123840,-154739752960,34067367936
-1005368573952,54203428864,-18671622144,1347943399424,-317844586496,-325001871360,513021509632,-232525234176,34313340928,67220631552,277156462592,-794430996480,-421845204992,-657396858880,-719283355648,524516458496,131765346304,-43242696704,-474052624384,742725976064,-885097562112,69174099968,1935741943808,-83865731072,359479869440,-184264245248,-363277975552,25907656704,166008913920,-1060604215296,-54495752192,-100888387584,-258996453376,31648911360,152989532160,70697107456,-36759777280,1050388070400,-340644200448,-335322021888,371741360128,599469522944,-136475967488,-1382992314368,136209055744,565587279872,59274010624,-771047948288,-154672381952,246048997376,-477281255424,1655300947968,-341978578944,-208124346368,336772268032,-333859127296,263366918144,56283394048,121360351232,599869358080,-309115879424,-53676965888,-234162421760,93122469888
-50984439808,-512540704768,-1143096999936,-297114173440,211530252288,-719201173504,141133987840,321175060480,-116364124160,-101358116864,-164145758208,981454159872,144662249472,304666476544,101127905280,-134530736128,-325738921984,1012451835904,165435457536,-334091812864,641294532608,-4841283780608,-178142740480,-334749040640,-226875555840,-368153034752,418571485184,-579610345472,-388611211264,-902969884672,-904193638400,-493813137408,-78556397568,202914676736,120908316672,53719711744,100119166976,580366172160,23923845120,-368251109376,578884141056,-566826106880,-390009552896,261607768064,-17638526976,1048762122240,-279951212544,498110005248,-489384673280,-181131526144,-192202162176,-9334070272,-455194542080,-172173131776,-93330530304,-328588460032,1409988558848,-255604473856,-131311689728,-922669940736,-347837595648,352957169664,259368534016,574911479808
-416000573440,-464683171840,-1909605924864,-381253124096,-672084852736,-99549872128,1892276633600,620210356224,1363812286464,172748619776,188593537024,1344583106560,-49830580224,136196767744,689220485120,209502158848,-806117310464,-36764913664,2137915785216,846928150528,724766621696,303349432320,-3400095760384,97818533888,-770281504768,329727574016,394448535552,959092162560,407550590976,230528942080,366924529664,-456381235200,642581135360,-582619299840,47463383040,842881368064,-882744164352,-300104417280,99373326336,292081926144,1049328877568,-332496207872,1267102253056,1389953679360,-251927527424,-409054609408,337268834304,265094463488,-233813295104,-28392355840,499172343808,522064101376,-1527833296896,-775365394432,-440995610624,-984024875008,-626986254336,-1295225978880,-115070812160,149660237824,3230505107456,-628920287232,-45585559552,-578604171264
444104998912,-154096680960,270212104192,-296991326208,-182538256384,520414560256,-44144578560,-267746525184,583639040000,-414077124608,375791058944,-266358947840,-1157061017600,2360863883264,535775346688,184152735744,667764588544,-170441277440,-704561938432,-2853184995328,1285686689792,-214954246144,-378693124096,943316795392,280048599040,555175968768,91380416512,770062548992,-462201618432,110583652352,-2602196795392,40442970112,-193352810496,128165388288,-260229496832,181426044928,-515360686080,472741773312,-216332517376,-263379369984,-886609346560,38887284736,371301646336,94371889152,-94707982336,442641940480,-1161588637696,546005319680,956327264256,-255847399424,-297086320640,250855391232,297221914624,-304901652480,-32877285376,-479012585472,48236253184,405524676608,-181097283584,-53520265216,289881980928,299014684672,-371999637504,-505400655872
-287249530880,308148502528,-475781136384,-968028520448,-568760401920,-1184308133888,345041600512,-48199409664,45508120576,-273208672256,181637021696,137104556032,-34227920896,-855226122240,930451357696,-383584370688,-736752500736,122939219968,-325900828672,-61270675456,860034629632,245137129472,997261639680,-1278230134784,-86970703872,351850070016,-268248875008,-96302997504,62969413632,-260358291456,616812249088,60989231104,-901125177344,-538913341440,134907068416,-83699949568,-229751767040,-216023531520,110475845632,353385283584,-161277657088,-349508632576,49391431680,-459949473792,-196299505664,185284427776,-142501904384,347510833152,-776629846016,793993740288,193058881536,-299557584896,460752912384,257727135744,-776577286144,-503118888960,1094902939648,557181173760,-51597467648,356932943872,-51784806400,-550597361664,213212299264,-146331664384
-535737761792,32961398784,-1336990498816,-547086073856,-148737998848,529046765568,45724229632,408495521792,105968205824,125287211008,74827087872,598639116288,-553605922816,283569160192,-209240752128,281062440960,191128485888,-104722718720,-18452436992,-2193635278848,5684444160,603275788288,-51957600256,-68757823488,-163915841536,438447734784,151115005952,-115379372032,149972074496,-249654460416,-382227447808,89881419776,366819475456,40376262656,281732055040,-235116216320,234307420160,866042904576,763291369472,-370655592448,-634147373056,-68113661952,-494786674688,-307271565312,-332146704384,-599009787904,319449399296,899630628864,893086662656,41079910400,-331818893312,196353589248,580736122880,-153724780544,-75341692928,-187131461632,295244726272,68407934976,-418929016832,-117635653632,-366282670080,616493154304,-3329423872,-108960456704
